Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0.4073512676797081,0.2775782013460367,0.26348572286825067,0.3141985042024101,0.6311389031752219,0.6105409627720764,0.8560138775429208,0.6539476942966044,0.5360063949429464,0.5980712186154256,0.3244674635293612,0.2937647224117351,0.5143393900754437,0.5551400641260489,0.7488610730853003,0.5367045412088025,0.8222937938878803,0.42684546599254725,0.10392110474103985,0.2285953430370339,0.4198407453550729,0.30660055924994717,0.6423314383617472,0.6430450302835239,0.7464514822865977,0.6942599583506399,0.7749131429539869,0.7935141083658152,0.5464024367278157,0.7772429368455523,0.5909896806754467,0.3853755388699765,0.721660250845878,0.5457298799908351,0.5733111870129981,0.6717782668217902,0.7306255676719928,0.5684061398163927,0.660480675932646,0.4960961041672912,0.5541074403747465,0.6436446273064387,0.7392550585327392,0.39162663469737524,0.503820760564792,0.42437141684430735,0.49081781250642975,0.4499102425775728,0.41185824659443915,0.4632984092572906,0.5501908138469506,0.6046801793753757,0.5550860016503187,0.5132312355842211,0.6094333707777111,0.6043994483046413,0.35075010363120634,0.3720205801433428,0.5036202017232055,0.29689350581408025,0.20809313122546086,0.3906908797394333,0.595283125678673,0.4130812093601536,0.5355303692270404,0.35283367975874375,0.5798419623831549,0.49839004155904926,0.4658371014363807,0.25166179891066665,0.5128360315406806,0.28255423950285724,0.8664994882567689,0.7085274719151989,0.6374643382964542,0.7982461511911753,0.6505105848319805,0.21548236841982188,0.20748626135323334,0.4461830395886793,0.31498922538864815,0.23679015788902835,0.2796744212574929,0.15935873584733382,0.26379626110093646,0.31294152244931883,0.3289100167616226,0.2379759505771385,0.3033989399056713,0.2960703963318386,0.23273451363467398,0.3756138777021615,0.30127581247070084,0.43794623112402853,0.371409670831595,0.32666771798668925,0.34522199794887876,0.30688839161239123,0.4687828602699608,0.2802347837881904,0.2911248697931906,0.2458192907338536,0.903512860714437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5393199463049023,0.43896549883781494,0.4865908185016377,0.520972509535589,0.6099900250928941,0.5121866067885328,0.6525587133176126,0.6030581027184619,0.5524407672353836,0.6980717236642301,0.34354461969931616,0.5253348893785987,0.5250808628201041,0.4828567674710637,0.5512226144884804,0.3668558318076964,0.8071372311997468,0.4321250743044148,0.482479963443209,0.36374305601051854,0.5524099452900709,0.5387915722719288,0.8538000386772384,0.7470638148462416,0.5498196370278311,0.5859064122719598,0.639372666901556,0.6485049550292595,0.5459395362004007,0.5000515025682102,0.4669614352515108,0.47128138046720514,0.915224567473335,0.8253228594015779,0.7171460634339376,0.6000686842068376,0.6288460292339406,0.5126032138792324,0.7864103304484453,0.5183410225901856,0.5306337505951901,0.5618128644229337,0.6867221584805279,0.3450729621084294,0.6455265316673393,0.5058408629648053,0.6173326505464961,0.3334581256045837,0.2635871656108133,0.45632800700171317,0.3639150699119627,0.4168927070059463,0.3653689074916962,0.457133346396557,0.41646638278603587,0.41284793551485177,0.16891498515007503,0.3764112626991989,0.3440393995558099,0.35984566832252707,0.5357549129623115,0.30013628024561706,0.4365456763057541,0.4344135837481452,0.5499639638490436,0.6400728094099554,0.4847046277338343,0.5324031788199275,0.39365263968461267,0.5136577924034536,0.6477481608537708,0.6277149859395793,0.674183427040996,0.5179025372084438,0.3203957218404098,0.46805161620744457,0.32330209851315744,0.3145001254889,0.1793337123304855,0.794833393536523,0.8114296182249651,0.14167557600830505,0.22022611335159417,0.21159947954711464,0.21424029855903798,0.24569265882022004,0.23416238999770408,0.2631415187520357,0.2997836222406138,0.17027618484247564,0.13039532082628974,0.3001246935086749,0.2231139962866216,0.3491195820433436,0.6641944267550891,0.25095173209080446,0.6908244984877879,0.5406790445618526,0.4417989170935972,0.22248284952107453,0.20812607530342575,0.15575273021892388,0.48321838163631065,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4508367179847573,0.4413966096953658,0.38951181047779143,0.529421692440484,0.4725660411476034,0.6891498510581652,0.5208725389355039,0.6771789161709075,0.27262914458434845,0.7037063848269871,0.17384214704306095,0.5202072814311228,0.4069697162894485,0.5224062175485051,0.3926997832990639,0.4955351768285848,0.8151729816036759,0.4461780365737516,0.6088715035276655,0.3269215563572944,0.5305064731054656,0.4445028052342257,0.5567668385832624,0.4986043245457471,0.46524484587500065,0.32503228605086665,0.5416345180381681,0.5354107812116088,0.8417876465092319,0.4190756288309839,0.3624984546466049,0.394824181377667,0.5281526353662584,0.447831899161347,0.3174722078565656,0.41917613216025074,0.3497727115473956,0.3653786800827391,0.25021916304429825,0.3317779084876784,0.548838544553176,0.47578099010790087,0.5277674248274304,0.4146507961969729,0.3798946488250205,0.36992069061395266,0.414444370780686,0.2808907377781085,0.43374375578028795,0.45783838507334956,0.5597179619965741,0.5968336141303144,0.5378258370915425,0.4548055743765655,0.5820249571131255,0.5564037931357192,0.5700120010370884,0.6495296709665328,0.5334649452113054,0.5931379078999315,0.6048316894735626,0.5625105691796327,0.6424390030517773,0.5704382410461881,0.34208065719734415,0.5985930722927756,0.5046251521692937,0.6608547576606985,0.47367306105545015,0.5162621011781472,0.6542286157542183,0.6492466986613997,0.4731811624764612,0.4574299650144283,0.41762981086424394,0.6281553830438086,0.49529849470419185,0.6577535772130862,0.5132889212726831,0.45840115965416783,0.4580936838822722,0.560403786857559,0.21401752538454152,0.39387640385317746,0.20377806190031908,0.230284044777169,0.3566629108953201,0.18648100434541984,0.23488738812529114,0.20472343203572532,0.1592093320776377,0.32220945849874744,0.3618132310944377,0.37216366809881846,0.4500881112892247,0.27375264575361163,0.41555945312142767,0.3646665189135859,0.4216816613778947,0.3560079083334818,0.24053206306105965,0.17235403667298702,0.7617122360618472,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4063384559558956,0.41318854635765856,0.456491285837247,0.38940307935635377,0.5177540007084703,0.4342709385093761,0.47082441733171493,0.5311169504884969,0.4159881462159529,0.6352419688822597,0.37877617685892473,0.4255079192493516,0.4969699288067156,0.5348448518506353,0.6247582205029013,0.43693134564636493,0.8064352630714794,0.4350946941854,0.4789425753740752,0.36013523130064684,0.6018352201939224,0.43935953026321795,0.4869704055196575,0.5238186499692775,0.51006441640276,0.6257738374540872,0.791266574197548,0.7543018374731946,0.4984381663307297,0.7778732667848408,0.7771229519522357,0.7314190698300818,0.6172827160468372,0.3087584385000448,0.23451570290317517,0.4848746785781591,0.5142188448980085,0.4665342510455145,0.6181633486552364,0.46965629383677554,0.4795623217140087,0.5249853567543629,0.6721923001657284,0.3782161762524287,0.6125152658969752,0.5464110280334942,0.5934152982353466,0.3683972486792172,0.38148919831083583,0.33466280399527054,0.3226690037047365,0.3759736223105876,0.4310894470040311,0.6312747738921245,0.42550092740144724,0.5595151340346636,0.42946634974406583,0.441617938174528,0.3514530686394447,0.584740733923178,0.4599259428547951,0.421285013294074,0.5896697596146423,0.2933624041999991,0.9177865511809014,0.8834100275137869,0.9044704508580065,0.8922601063604911,0.27999415321747806,0.3070403331743701,0.26545550171327686,0.12654077521993873,0.5979887550804955,0.5500616368233008,0.4947281223016779,0.6341759749712609,0.5417979424638872,0.5303955940145691,0.4235973769126678,0.41302007346352854,0.29536139346978846,0.2882365701358869,0.07427352008714001,0.36354090577063547,0.45633804439222736,0.5334709977688132,0.2699258268337255,0.24949621199081665,0.13743192789877112,0.51120554637766,0.4120875151543809,0.20090487184391934,0.2872983511271173,0.23439178302900104,0.317774325303586,0.35928779639216535,0.30713581166264936,0.25581920742387737,0.5750498215389671,0.4956108201128157,0.29781018480588944,0.3310133739935746,0.5890379203505632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4905327366701001,0.4114613718384977,0.5944433853814649,0.38823421624931886,0.7271203347300179,0.7276838414435052,0.6981369828581256,0.6194944542471535,0.5717794217993402,0.6333833892815176,0.5750802884608927,0.4608961352442987,0.5172721283604294,0.6350411715510773,0.7813786835002465,0.5525130457525023,0.8301939097721103,0.2719471272155499,0.137598400316307,0.29676786799473176,0.49404149287687565,0.46359139092345353,0.6472859606419143,0.5186675249436755,0.6083175334088973,0.5789246866729136,0.5915511174342941,0.686372198773326,0.39629752475788843,0.514080187192618,0.5188838548749536,0.5389566490521356,0.7281004703102482,0.6479842435811257,0.6074396654426646,0.5991692481649169,0.5945797826948864,0.493039778631267,0.6497059183126657,0.6764681863243216,0.46298719940190447,0.49858669719808896,0.6589218478108179,0.2822130211342264,0.5259975258036522,0.41119448295689903,0.4519126794887329,0.38726723528536355,0.3852745797080021,0.5941615612508256,0.568865872604868,0.5361475047952052,0.5165136248711123,0.32935731300506865,0.5079699922498847,0.5636666569501189,0.43977823698089297,0.6479280482408135,0.4317769178668375,0.4778239039714007,0.2266253925619304,0.25797324700830043,0.6462292795644141,0.3305434679033129,0.739423549146294,0.453858538285014,0.6344709870499712,0.5861153251329506,0.5059617056928807,0.4130459024250203,0.289284123810518,0.4236732924266419,0.710826122813003,0.6502441096787225,0.5372845161721087,0.48734089131481595,0.4565602620359892,0.16251046390362447,0.1442831482385974,0.4580164847279363,0.35791287178002734,0.09532995553076433,0.17038769244466453,0.5103091901022644,0.14375871085156133,0.16271936273726337,0.510937522810007,0.5178212525719006,0.6788264604786521,0.6552133681923087,0.5247599270225434,0.27567085414541986,0.3900363832334445,0.3233359133126935,0.3937504117349965,0.3738958059723191,0.4346188768478055,0.36518699105617236,0.37663402507606303,0.18034343431575517,0.1786074601186784,0.10569787265167413,0.22292569725038197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6065628362402867,0.5601962188036579,0.7111213166270962,0.6348286487190244,0.7789987446142171,0.8525023735250238,0.6612040653660053,0.8496013203341529,0.6161982432313394,0.7207635664526383,0.6487697161730711,0.7038809574741437,0.5251947720752311,0.7669152035332494,0.7507703690566581,0.7713523439456776,0.8229886233572162,0.6365494627710914,0.5110415768681071,0.2885638508163353,0.5278468121986892,0.4193130597164495,0.4358189585594167,0.41153992451063576,0.4837968880922017,0.4497535486303768,0.6036419750333379,0.5759738469506758,0.33283276898347774,0.4828019856930478,0.5218698412467547,0.5369058429306526,0.7192365345083186,0.5499011430383608,0.47752787137463243,0.5486653303616901,0.487774528097773,0.5001092163571613,0.6906744498812487,0.502490781678515,0.512288452748629,0.5349784790208719,0.6320001169274392,0.6130457383591698,0.7366115116073572,0.6109357297012042,0.6795218815654412,0.3455788656150012,0.3397806017685229,0.3585455640658245,0.35617894275584594,0.4174936765307374,0.39810811675797225,0.4823870759075596,0.47367682018861523,0.5085600229515087,0.35955138167179257,0.4660296922270115,0.2661801227560787,0.4825020526694391,0.338684330134633,0.37218149288685326,0.47048061632520727,0.29798734918164455,0.37855817127695535,0.5196333097043169,0.23032225137076484,0.6337700949850901,0.2676152859468557,0.1966090998170736,0.3404894963507797,0.40366203204692025,0.5924294237583175,0.4984109075122635,0.4297861938706571,0.5170694775751739,0.2841296719936825,0.5111778653168945,0.4218932242248574,0.42858650729240455,0.29702268331872017,0.21997241977718898,0.25832622700645336,0.14555417960189918,0.2436423741893869,0.2834719567315991,0.31086638876612954,0.22650997381096763,0.30106992320655035,0.2655876935148207,0.2085150873929999,0.3589710279389155,0.30344502588168126,0.41448059486952676,0.35279101429543913,0.43572081539723884,0.33207914453872633,0.32689082238888134,0.7039190453688847,0.28379024556663374,0.281845952177526,0.21967895663720302,0.7872716441125372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5427453628265945,0.38353396285792635,0.4396362985171193,0.4134515698159426,0.6552180028546316,0.6864648793646488,0.6746781144268899,0.7367100783383191,0.5687568120473152,0.562284302073057,0.4171373386003817,0.4370314301735235,0.5578221230474977,0.5687599012590233,0.5711178110434344,0.6930363150021656,0.68191325577577,0.441756204818122,0.2880095021729901,0.2304049032077335,0.4232587617138834,0.5827063771910062,0.6534439523662638,0.5016941217778037,0.459141617074854,0.44803115338106897,0.5355801693879645,0.6073316668531555,0.37122313870856827,0.28479536569129515,0.4443636416525463,0.35450943997525164,0.8737059251668561,0.7199305649337743,0.6993637014510833,0.6779154576844545,0.6188198572898693,0.520216522533501,0.6085500901364924,0.4708347504101339,0.619311652369095,0.6797261968174666,0.3868576806305637,0.5002936816828262,0.6470762015546816,0.48414285146844366,0.5723407319688265,0.3886135966217725,0.4927543666162251,0.6596058107062397,0.56325857467235,0.5138171310275989,0.4131029195059062,0.3148913667043612,0.44413168229751737,0.36989670286847837,0.39796556804650124,0.6705381735831466,0.3932279388214786,0.34352724903542703,0.5015150386848437,0.32568562889993846,0.5588097553946467,0.4635857900635717,0.4594692161977715,0.49321646982494505,0.43637784454802,0.5813616463164643,0.27113818425626696,0.5272701102382631,0.37537744288966973,0.5865980405734965,0.7213108148402851,0.6263392370034522,0.39983771873737484,0.33872579446484086,0.3398896604875454,0.4826084855438345,0.1815890122853795,0.3671206143540041,0.24271752339160435,0.3156819907342847,0.553738438017759,0.04959425219138055,0.5097964684336017,0.36376143563122126,0.24646486363099482,0.148007753436483,0.3680003076866098,0.5587632215332842,0.42008666401341865,0.35350251688579243,0.28747429980424166,0.330452904846149,0.6107402446254859,0.23390556353627912,0.4970425313710504,0.18843665324973366,0.4527437800119907,0.22832367170277162,0.18959984082583303,0.12098484805860475,0.6699461343077847,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.33309448431003064,0.39263360527666996,0.4980806890456302,0.44354593718807417,0.46421113009917103,0.3946996297803297,0.32934524852906644,0.4007103167548225,0.2697879703024319,0.4573073828034249,0.21572512132254676,0.3535011651353038,0.3526231006269259,0.3398592157823858,0.4341944101134493,0.29896395068698634,0.6299854609313094,0.33182146486759434,0.6150793522188482,0.33714975070541225,0.6297622013975408,0.5502419592270021,0.4383425684563147,0.5001009450800246,0.5149115327379854,0.6259028398966279,0.7248683207043115,0.6382799802052608,0.44872070574713485,0.6579245541184374,0.8218327527652736,0.5833703358495045,0.7841108950740105,0.5707013154121267,0.3764634362426549,0.5466491919092809,0.5473714384245434,0.4874631118437401,0.7814963958409749,0.5391841979310851,0.5582314896968152,0.5010337008941054,0.7181228598827639,0.4901818655480631,0.6095728714130088,0.6784423356642563,0.7343646767545374,0.2895990680110127,0.35335154862683743,0.4209973862855286,0.4499733099629527,0.49897155952329975,0.46385787776786713,0.501463710600806,0.5119114484007768,0.5944624882442556,0.39548307667467253,0.43685401610441893,0.35762342551415266,0.6800947982086675,0.6089492564755065,0.41721650085192913,0.5047410621008372,0.3411829967193179,0.9349053174051418,0.8118898006752292,0.6645463915273727,0.7107747759085327,0.26266034959946355,0.3655063929334893,0.2537420530514564,0.29073005798794477,0.47454715425096106,0.6702662107166818,0.31131181880629344,0.39394099652904385,0.3188217607103412,0.45945617319650617,0.43328048725155,0.5642160841030741,0.16089759993958946,0.24415779606129628,0.34615625386906457,0.34709271137691744,0.4611205178709239,0.5265306644333488,0.5119235786794283,0.3727925346693535,0.47208669924915925,0.3277576340849672,0.2485318475144188,0.25314521218866265,0.18369411014879353,0.2926328426107285,0.5065369792924747,0.5308545999768381,0.17327402065492173,0.1516475660063057,0.5066360235407938,0.36729906845531285,0.15468334874357742,0.07237485441645615,0.45412442700712646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4485228680715123,0.486198246876455,0.4329497599778174,0.4997757750227842,0.5641765958739753,0.6404247730709144,0.5779288858608476,0.5539196392511666,0.47285764809670244,0.7263519314749782,0.3895216003159155,0.5264196486999976,0.49346849431516315,0.6860792403918309,0.6436197923883102,0.50210683194746,0.8215335267116719,0.5128353286332463,0.3981757253833116,0.46094309486749097,0.5230843399599155,0.6773932262474274,0.7887151964787731,0.7590397050648097,0.7993293837216693,0.8948318219255953,0.8262368487951511,0.8388066863768129,0.5816837186585362,0.7240892116724806,0.7350849762560995,0.7248012864874811,0.6565415598795049,0.5500240503889791,0.5059632280806889,0.6026914552797286,0.6570047566382615,0.5580743608632248,0.6995788427670993,0.5201438544006567,0.5597033112950383,0.5740682916077366,0.6610736374908345,0.5180991136481777,0.5648513767662939,0.4953942677074802,0.5289891020819665,0.5712269328075006,0.08290271916815149,0.1436514172654255,0.19229255467474007,0.4316275347403207,0.4677151154457878,0.5711186290225482,0.5699230213258794,0.844876336472801,0.4987929099177005,0.23071398986741334,0.3934558093867972,0.4021197596378583,0.10278381938684589,0.25266698593286596,0.4374475717013272,0.46349390373943306,0.726948025027585,0.5127476541192585,0.573340138337527,0.5276799786059875,0.5147159914797973,0.3782384812917625,0.25669948740447474,0.26469870957252706,0.71561045191897,0.5165177400295764,0.4807803080627986,0.5874850737752144,0.37903359303553064,0.16872255417457138,0.11887299058112008,0.5136313313036258,0.37213731651347287,0.20258913215265192,0.23996755898019453,0.11214846603360115,0.23547807457064862,0.2751123584730755,0.3022241332860876,0.20626312430654672,0.2686232306239343,0.2369470403074782,0.1842470620531674,0.34721055813387314,0.37375313293230156,0.40587386270297593,0.46020032280023726,0.3091472234063261,0.4985923037227198,0.426056494105367,0.44145058655873703,0.24850143109049233,0.2620603691436196,0.22041264143406122,0.9255776042354736,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.29181149759485925,0.4777224852909512,0.4137479853733775,0.4318823807388334,0.29785695123559897,0.6764056542640566,0.28411920928432755,0.6811857521475468,0.36357564610091225,0.6948528792832347,0.3416695433060713,0.3921651770739852,0.3808275422378068,0.4863978493265249,0.41836027777623824,0.544244854694326,0.745979150356814,0.4360700794497958,0.49869231691626614,0.36783885200237665,0.446148095986133,0.40700292617928346,0.594617790570745,0.5915308540831553,0.7481065951815528,0.5873098454380625,0.6348190831285484,0.7065556807786854,0.5711730822735827,0.4672804952855933,0.5956555570908085,0.47299749716314043,0.6473951492683491,0.5440031075833835,0.48677919417549853,0.6148030819117573,0.34171575050218717,0.4209056910123339,0.5534887895176331,0.4230266279498887,0.3389621619558835,0.5454001840865166,0.5988714878123443,0.705062782751538,0.5150232252652903,0.4021977003493547,0.43893782448568097,0.44442713371530623,0.4398540764891455,0.4049617336098632,0.6620005577022667,0.7416008233430148,0.6743208436942095,0.501388164247216,0.8269808511194128,0.9115753234459788,0.4846136768352038,0.5566450019764371,0.22524637848565832,0.4573807695754426,0.3621045171263568,0.2718783794729834,0.40712407301621606,0.3376845100076685,0.5838417725959422,0.549882856147349,0.49871413223288213,0.6590643855562885,0.3557163420749087,0.38955967172897477,0.28716317558147675,0.41948226339653993,0.6205860467365288,0.6616579492929757,0.5097532849507328,0.512544987432745,0.40036607969085397,0.43356337033567105,0.35940406701310207,0.41285001899918844,0.7364086773028372,0.20125815398441252,0.2427233763144386,0.1307666407962016,0.22618957116693736,0.26331328035596696,0.2927696756632652,0.21345517809336428,0.269449426150228,0.24541249957856603,0.2271850220206454,0.8294634701211234,0.27208924904366355,0.39873811366651923,0.33593732844375157,0.5414733428773478,0.5492661035881558,0.26573105602939806,0.4378935061102592,0.25636729084773446,0.26170924965765846,0.3788142888490039,0.2479691312941974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
