Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_4,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Mean_Mem40_MFCC_6,Mean_Acc1298_Mean_Mem40_MFCC_7,Mean_Acc1298_Mean_Mem40_MFCC_8,Mean_Acc1298_Mean_Mem40_MFCC_9,Mean_Acc1298_Mean_Mem40_MFCC_10,Mean_Acc1298_Mean_Mem40_MFCC_11,Mean_Acc1298_Mean_Mem40_MFCC_12,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_Rolloff,Std_Acc1298_Mean_Mem40_Flux,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_Flux,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_LowPeakBPM,BH_HighPeakAmp,BH_HighPeakBPM,BH_HighLowRatio,BHSUM1,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0.11767221344240959,0.07784803126103233,0.2292269112597145,0.5646647596822246,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.5734981778698182,0.568743429258004,0.520031496356873,0.5988532630406671,0.6127669217822852,0.7806580442545242,0.4170008204826121,0.40710834083079345,0.6843638271144793,0.13342338584189162,0.2456306769286976,0.1575148801337837,0.3012853420523169,0.3382629335510777,0.4594759515170231,0.5832736775134381,0.4300532717884686,0.41619836155652123,0.6039362811287539,0.37208409368901485,0.47774448940507186,0.3758815285998663,0.2982631397468105,0.4430869026292852,0.3320064637218592,0.027881128878033075,0.18740377967943017,0.21434550254330054,0.5713540485187082,0.3264036946410648,0.24045671815656847,0.5246449355041527,0.3547981620725354,0.24024365559548122,0.23978822020039578,0.12868852459016394,0.16849964261473868,0.20486316283662914,0.13163165962634837,0.24565315641440805,0.14134708430553294,0.25306114783653844,0.5433432482304663,0.25990939977349936,0.7315761641329668,0.4583137660726011,0.488599457661322,0.4489412071236212,0.35505040054391207,0.28564710551974665,0.6357800128397175,0.368395374932917,0.273670615951024,0.2740674262525363,0.1970261043353813,0.2825695535389247,0.16266478018756517,0.032787359183319466,0.591304347826087,0.008531942663426086,0.5738396624472574,0.6666666666666666,0.1372366816563204,0.058442009940120096,0.1184373246186931,0.0,1.0,1.0,0.0,0.0,0.0
0.1656409779678349,0.24393514457015322,0.25432631483824336,0.3853894653130274,0.48034618930495887,0.4728619723408175,0.4731279197285571,0.7770759594815246,0.33958370064189214,0.6501784240624702,0.5182242037652203,0.42719634315546645,0.7170247897413644,0.5093528005105226,0.385527986334145,0.5459767985416807,0.27305774617111295,0.5814363468695596,0.21376783690713258,0.3716969539355602,0.25373424151549057,0.5186048019763762,0.5213267580767659,0.37559630116727144,0.5164140941105948,0.8010900405079734,0.7254960949715585,0.7471580865493201,0.5058718209255155,0.4097985320920151,0.43595853061367507,0.3959069786115042,0.09632953695551327,0.5111513905107157,0.2196896529521602,0.2340125963277184,0.17306603165023365,0.3863008621229115,0.352152636822205,0.33350587963554923,0.49152175525017894,0.24303358299979225,0.18949903660886322,0.15620619027311441,0.18512612546981705,0.25230522799363486,0.2038464069925099,0.10897961998299781,0.4390587439903845,0.7063813379602855,0.8544733861834655,0.5709527448781859,0.37854946568097253,0.45794510397452254,0.3937736505810486,0.26638252816975216,0.6228072446135658,0.4175695111451734,0.5619066204810461,0.35579213699773404,0.2867878882472296,0.2357932962831033,0.3170552525507611,0.23810651083028017,0.02763299487004873,0.5739130434782609,0.11798722236343437,0.5569620253164557,0.6666666666666666,0.057497985817696516,0.13457487491412948,0.10254728521057735,0.0,0.0,1.0,0.0,0.0,0.0
0.36438907997892844,0.1554475742851039,0.10004744261702517,0.04252864252776702,0.45695016258566123,0.539992210957018,0.30153746386339303,0.5988975950472447,0.3242461195891368,0.4848386200490174,0.6465318711603255,0.5937175506123666,0.8870057037366648,0.512174699682326,0.37355230761032937,0.3736986687533012,0.1791117909192639,0.15000847343852133,0.04528401527070293,0.227232035556884,0.16838541804347903,0.3092330734192852,0.18833824328386092,0.30262776785577217,0.2756256556271541,0.4113097578067581,0.5194182635785342,0.7402894135567404,0.6392767971473793,0.7156238608935521,0.7464467638724033,0.5619061957383599,0.3449875505315876,0.6893064003578669,0.3000450711480266,0.5354545955370047,0.5142681894815563,0.4341956166994797,0.3675717808777636,0.5260582725296663,0.4852149271618472,0.4568860057281739,0.4246241195236741,0.33149074702529324,0.48505534375002807,0.3859083388658804,0.5230323693182566,0.3377138839148443,0.5042818509615384,0.4878473656669146,0.9186340273542991,0.8183015233109932,0.4748448254246184,0.4122463699569597,0.21839447795190803,0.3551982027254723,0.48151311986056106,0.5056211088937438,0.8902034444064986,0.7838413877253495,0.8248478226939284,0.715683091287942,0.8255709080414156,0.424344939400529,0.01882888062985651,0.8695652173913043,0.08227438503697061,0.8438818565400844,0.6666666666666666,0.10913541399343721,0.17288188389472484,0.199777147967264,0.0,0.0,0.0,1.0,0.0,0.0
0.22732484273806206,0.10964846490330929,0.2918624615940719,0.654517965367378,0.5447459203812859,0.571374620647751,0.6975353214842092,0.4849256927715986,0.35693617319986154,0.15609150738785513,0.47165047475811434,0.1318227394399093,0.4563982245234935,0.2055379069979453,0.3737887913741997,0.35068247917179785,0.34696039676075824,0.3632265973532059,0.23374737328507147,0.2757176524995933,0.34128857563109816,0.446551686867907,0.44324384802320377,0.40884997415729774,0.5063392901743343,0.5891624079170014,0.565106898421759,0.48501114139163365,0.38797268252883027,0.2917944928821241,0.41583484076684196,0.34010016761514766,0.06690524203092013,0.18122244104780663,0.14248921511815077,0.2213248018354927,0.21439312269622493,0.32874657629859977,0.34572027779292996,0.35192846271556255,0.3812965571973394,0.4457865396951601,0.34710192994093303,0.2454263696264573,0.36160105192248365,0.24895813827557997,0.23364092303236933,0.16973870439705535,0.5212026742788461,0.40096119419427695,0.8188431048000697,0.717584339253328,0.35984351857951247,0.5885005281495844,0.4572767965281609,0.2972678094910499,0.40997299232913115,0.2865048596837846,0.434756305800849,0.2401738882403588,0.4356172935851412,0.14145075923550016,0.25588290276771103,0.10005037339624044,0.14049320771323667,0.5565217391304348,0.030770285283441338,0.540084388185654,0.6666666666666666,0.2257024757808905,0.13678650991647961,0.189778897945864,0.0,1.0,1.0,0.0,0.0,0.0
0.299420532366521,0.16528861757205782,0.08123983372492323,0.6825404680363865,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.4932205216197262,0.3957002860109311,0.5731149876212475,0.3765109498752285,0.48054053303527416,0.3393204793933666,0.6388929796141629,0.5313763751398756,0.35913146015741304,0.18577302794938516,0.22731264347072042,0.050322907154566374,0.15797695498287379,0.10571960903913427,0.3358993283409249,0.16188803795722037,0.22329118328872694,0.17368187721664413,0.25308296443160655,0.3048178511061939,0.22385611342199307,0.22247383271826215,0.21855869169006456,0.3761678047242163,0.316553752270834,0.0880172683120793,0.20073083872167127,0.15176099414075075,0.13039038245911944,0.08870185351617026,0.2378217316588285,0.18472756138804594,0.2231467083527534,0.14272029307611683,0.15565905620657566,0.10515335291702202,0.06737763308846938,0.1121067319981041,0.13664459322200143,0.1897595885932927,0.07947618789227125,0.2767615685096153,0.2402985485692253,0.9197665301855562,0.48141820230293286,0.19782447476513979,0.2638895457913572,0.21691870205000538,0.15675361913796396,0.21498710016998437,0.22397344467724037,0.12867736741962238,0.12142596808527498,0.106126112064929,0.12902747874550402,0.20333279765438214,0.2144255093080677,0.10786581820634802,0.5217391304347826,0.20464153217399747,0.5063291139240507,0.6666666666666666,0.4224767649185074,0.2376734445269543,0.34558659195027375,1.0,1.0,0.0,0.0,0.0,0.0
0.40655697065476737,0.39965999536357316,0.297171516356407,0.49025237804291416,0.19699923782770914,0.5867833514862205,0.4583464257619693,0.6540316801577118,0.47765457976635906,0.6843055250291326,0.6701979769216609,0.6075313819980342,0.8375549320221971,0.6100835209223067,0.4468543475800488,0.5811139228366605,0.5201459380359282,0.6832320555681495,0.22733323798312302,0.35644758298562623,0.3032123500763509,0.45734887670809854,0.36232969646170676,0.3807791702701458,0.47817073779909086,0.4362020783837833,0.28125507178681286,0.3699588485679826,0.36348252429751576,0.29839318260184233,0.3606189748284154,0.31279796854455855,0.07401516657672753,0.20167198238550868,0.21544008756680189,0.11198133721344732,0.07699282690918581,0.15049604559479743,0.24175391956177847,0.14354477473427182,0.17726355406897631,0.052576322946124465,0.04187908651568274,0.042839981500057064,0.08768119265848766,0.08002373523539467,0.11551419256607036,0.05940422251162117,0.1995004507211538,0.09317249166873227,0.8393588291663037,0.5201983789368427,0.12565156322049134,0.22902773179460492,0.2624275597587462,0.20180641138990485,0.32430776664682076,0.10681351056788377,0.1907986534614822,0.09429950823222427,0.1931247073513345,0.06966304885775801,0.1432132209938047,0.1872348859166444,0.5016687599780282,0.5739130434782609,0.6603667644362446,0.5569620253164557,0.6666666666666666,0.6323906233314156,0.6698233640103128,0.6822456636903397,1.0,1.0,0.0,0.0,0.0,0.0
0.14914319357937467,0.028333719702238365,0.030532712814025066,0.31264755964992696,0.9296861946967453,0.5749349566431488,0.3234637643350814,0.6136978025504523,0.20143364611697717,0.2350195323029456,0.4907034333364141,0.43646242540669894,0.3639756258113391,0.2691989424890778,0.3976732111456516,0.5121111263685365,0.009495242446514765,0.004051844238391937,0.029837281198772173,0.12014731230213938,0.0853977768008869,0.13443063383000078,0.05248985218947131,0.14640274700250244,0.029529759228732726,0.2490172116157041,0.18474169018656267,0.1822016521178745,0.13312167833224417,0.19827791734397326,0.19895056348083548,0.14099143857958707,0.04034953184318404,0.11501705096699606,0.16644131092653405,0.3325799139288746,0.36718301841270673,0.4386121313353519,0.24501603424466792,0.4331059984243979,0.23822955892284908,0.32561415238387803,0.25704775893110965,0.2434190056881318,0.1706235176985778,0.23271474186715557,0.2348589957920325,0.14007418109139583,0.35310246394230765,0.3082844473821918,0.9492551615994425,0.7303333335909148,0.6365483139573183,0.40407187564047975,0.2623033910276896,0.24806311959346342,0.38349166903954507,0.5264134886706912,0.4730692296433625,0.33615840098881766,0.41749648821601365,0.4654774026170535,0.2690343676309981,0.1326334275655336,0.01660279657831929,0.8695652173913043,0.0,0.8438818565400844,0.6666666666666666,0.047398839406072014,0.07664405525750027,0.07265829345242147,0.0,0.0,1.0,1.0,1.0,0.0
0.37715596045985555,0.20539674025857932,0.16505512380263873,0.561370298731825,0.3424227926125869,0.40952493301746234,0.5362368680517804,0.5111318051660291,0.17902088598089344,0.5273317464201146,0.8299746485048423,0.6421619139522821,0.2216543410547684,0.21111508495852005,0.38933330514904857,0.4226190605930488,0.2671513610509657,0.2556381379563827,0.1134080732289615,0.23333881505883936,0.19503495757214986,0.4646670269435652,0.5217648135277592,0.3756986485034261,0.40364466257055787,0.44587186148665964,0.5518024882928317,0.5806170088545276,0.4031593380650376,0.25120141864932766,0.32317257449203507,0.3305691889233487,0.11055885332348737,0.15031574788968868,0.16077522374605635,0.18226929957029248,0.2054878044335984,0.38354168371497477,0.5661444890717362,0.31618972393966516,0.3169827428990567,0.1740370976048283,0.17563410088758333,0.130380149801486,0.18016061244625042,0.16371962266812254,0.2555214764305554,0.08926488143686581,0.3527268629807692,0.3349858161888238,0.8995992682289398,0.6242023024176337,0.2366441492650856,0.6439325860410852,0.39249125221111936,0.27148573440216706,0.42656156972379683,0.3643493796624846,0.48119724837781147,0.23667182556241648,0.24466599032308414,0.1181677473859413,0.16070368536186208,0.08182786612237708,0.2085105152758192,0.6086956521739131,0.30495825991095066,0.5907172995780591,0.6666666666666666,0.3199214790388059,0.321139303524098,0.39210096470857014,0.0,0.0,1.0,0.0,0.0,0.0
0.10060425769266525,0.038582344304695065,0.19580245797939638,0.5296895737425374,0.6204661565548482,0.5122254039152061,0.603206470289929,0.7733654558976192,0.775758532985941,0.5313169997387399,0.7031407897842411,0.23380964612749564,0.6430689118770847,0.4963169447191075,0.3856706692754745,0.31774750995183737,0.07888864610026287,0.09748195817862888,0.16977104947575722,0.2965195504906635,0.4719016051143827,0.47694155794024545,0.24490144226438643,0.3928827662438016,0.2933525650631899,0.5320303553420958,0.4850152203085231,0.4815283201448078,0.42595537491642715,0.27136200187182896,0.2965118061608406,0.4086738329669888,0.13970859723366183,0.2580186021111827,0.13746700148090912,0.2632231465218321,0.3599818650036116,0.25613570613690956,0.295827507701318,0.6428549332431418,0.27497630179785687,0.2266224555253386,0.19568921949524623,0.1441806267155994,0.16401302671447804,0.14392080472824045,0.1676868464815863,0.11457711577766924,0.3841834435096154,0.3421603459197445,0.8607021517553795,0.5427506660412588,0.4684678462980159,0.707223825064245,0.283605452839291,0.45725426543659425,0.37868119731131294,0.39188509945804445,0.5930282480362981,0.30115097957394216,0.48196503823942555,0.1775510911744587,0.21485098832766497,0.34347499360010125,0.011422091876559945,0.8695652173913043,0.008141245148410792,0.8438818565400844,0.6666666666666666,0.035981878229890185,0.06187126793546431,0.09524996209353534,0.0,0.0,1.0,0.0,1.0,0.0
0.2518050261845,0.11570612326531726,0.1503930959696368,0.566792363043934,0.3952478224837498,0.3420055654489688,0.5354939333011027,0.48908929998286504,0.4568526717208324,0.5727899676120412,0.7274248334661123,0.6068257395361107,0.9158958102726099,0.6569176501939005,0.25799938258801314,0.39215361466572796,0.284797679823603,0.22137023204016187,0.11611455227575282,0.20635850249457738,0.2267041714436957,0.4315009650274067,0.38244516484443825,0.3942542205482747,0.4401662170937608,0.5772792144529715,0.2676696104471881,0.2535146393643649,0.24864300310872214,0.22524604699275905,0.32345727137745106,0.3290496120763201,0.08256411712914312,0.12513725011764296,0.23881269718627265,0.12050330220168382,0.23985354969958445,0.3376537356252678,0.4200103641223368,0.3661552834227687,0.3338089674397725,0.18276849685131147,0.1082219905871948,0.10334500591637784,0.2317710089947647,0.12689352947327717,0.18817820018341297,0.13839374536509488,0.3626427283653846,0.27840204907874083,0.8681069779597526,0.5966794658893888,0.3659846281016322,0.5621639943874253,0.5239900095060324,0.5892308643202846,0.7311011018784568,0.643419147104345,0.22417426940527885,0.23315127537410799,0.20849851724676136,0.23136744350260222,0.22588378827781405,0.24499913291694994,0.047378649509008726,0.4782608695652174,0.03195722890361938,0.4641350210970464,0.6666666666666666,0.10793668898061969,0.09428818560824134,0.10592191005343715,0.0,0.0,0.0,0.0,1.0,0.0
